https://es.wikipedia.org/wiki/Especial:P%C3%A1ginasNuevas	Páginas nuevas - Wikipedia, la enciclopedia libre	Por favor, lee Wikipedia:Patrulla Páginas Nuevas:
https://es.wikipedia.org/wiki/Especial:Aleatoria	Noche de luna - Wikipedia, la enciclopedia libre	Noche de Luna es una canción popular ucraniana, más conocida por su primera línea: que noche, de luna, estrellada ("Ніч яка, місячна, зоряна").
https://es.wikipedia.org/wiki/Ayuda:Contenidos	Ayuda:Contenidos - Wikipedia, la enciclopedia libre	Esta ayuda contiene enlaces a manuales y explicaciones que te facilitarán el día a día en Wikipedia. Tú puedes mejorarla, ¡anímate!
https://es.wikipedia.org/wiki/Wikipedia:Informes_de_error	Wikipedia:Informes de error - Wikipedia, la enciclopedia libre	En el mensaje de respuesta es necesario incluir alguna de las siguientes plantillas, según el tipo de solución que se haya dado al informe, para que se pueda proceder al borrado automático de las secciones mediante bot (detalles aquí). Importante: El bot solo actuará si puede ...
https://es.wikipedia.org/wiki/Especial:P%C3%A1ginasEspeciales	Páginas especiales - Wikipedia, la enciclopedia libre	A continuación se listan todas las páginas especiales disponibles de Wikipedia en español, ofrecidas por el software MediaWiki.
https://es.wikipedia.org/wiki/Especial:Buscar	Buscar - Wikipedia, la enciclopedia libre	Para más opciones de búsqueda, vea Ayuda:Búsqueda.
https://donate.wikimedia.org/?wmf_source=donate&amp;wmf_medium=sidebar&amp;wmf_campaign=es.wikipedia.org&amp;uselang=es	Haz tu donación ahora - Wikimedia Foundation	Donate to the Wikimedia Foundation, the nonprofit that hosts Wikipedia and other crucial free knowledge projects. Each year, the generosity of the 2% of readers who donate allows us to expand the reach of Wikipedia and our other projects. Our goal is to ensure knowledge remain...
https://es.wikipedia.org/w/index.php?title=Especial:Crear_una_cuenta&amp;returnto=Portal%3AComunidad	Crear una cuenta - Wikipedia, la enciclopedia libre	Idioma: Deutsch · English · Esperanto · Français · Italiano · Nederlands
https://es.wikipedia.org/w/index.php?title=Especial:Entrar&amp;returnto=Portal%3AComunidad	Ingresar - Wikipedia, la enciclopedia libre	Idioma: Deutsch · English · Esperanto · Français · Italiano · Nederlands
https://aa.wikipedia.org/wiki/Wikipedia:Community_Portal	Wikipedia:Community Portal - Wikipedia	en: Please note, as I did preeceding this, whenever using a langauge other than afar. We do not have any speakers of the language it seems at the moment. Thank you! Aeæ 02:56, 6 July 2006 (UTC)
https://ady.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D0%B5:%D0%9B%D1%8A%D1%8D%D0%BF%D0%BA%D1%8A%D1%8D%D0%B3%D1%8A%D1%83_%D3%80%D1%83%D1%85%D1%8C%D0%B0%D0%BF%D3%80	Википедие:Лъэпкъэгъу ӀухьапӀ - Википедие	Архивы/Archives: 2016
https://af.wikipedia.org/wiki/Wikipedia:Gebruikersportaal	Wikipedia:Gebruikersportaal - Wikipedia	Welkom by die gebruikersportaal
https://als.wikipedia.org/wiki/Wikipedia:Gemeinschafts-Portal	Wikipedia:Gmeinschaftsportal - Alemannische Wikipedia	Wikipedia:Gmeinschaftsportal - Alemannische Wikipedia
https://alt.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D3%A6%D0%BC%D3%A7%D0%BB%D0%B8%D0%BA%D1%82%D0%B8%D2%A5_%D0%BF%D0%BE%D1%80%D1%82%D0%B0%D0%BB%D1%8B	Википедия:Ӧмӧликтиҥ порталы — Википедия	Ӧмӧликтиҥ порталы Форум: Курултай (архив: 2020 · 2021 · 2022 · 2023) · Талдаштар (архив: 2021 · 2022) 1000 бӱк · Талдама бичимелдер · Пресса Проекттер: География · Алтай
https://an.wikipedia.org/wiki/Wikipedia:Comunidat	Wikipedia:Comunidat - Biquipedia, a enciclopedia libre	¡Wikipedia te aprecisa! Si quiers colaborar con nusatros, ¡sé biemplegau! Puetz veyer l'aduya más abaixo y practicar en a pachina de prebatinas. No olvides rechistrar-te.
https://ang.wikipedia.org/wiki/Wikip%C7%A3dia:Gem%C7%A3nscipes_Ingang	Wikipǣdia:Gemǣnscipes Ingang - Wikipǣdia, sēo frēo wīsdōmbōc	For mare ascungea, on-sende monunga to Þorpes Ƿella, read the Help directory and our policies, contact other Wikipedians, and keep track of what's going on. If you haven't already, you may want to create an account (hƿȳ?).
https://ann.wikipedia.org/wiki/W%C3%ACk%C3%ACpedia:Akpatan%CC%84-etip_ama	Wìkìpedia:Akpatan̄-etip ama - Wìkìpedia	Ǹkiweek ibe ebi Wikimedia eyaka ekpọk enyi emi irek ogwu otuchieen̄ me Wìkìpedia Obolo. Me onyan̄ gweregwen mgbọ keyi, emi ire ogwu otuchieen̄, ire, unue ya ìbokana igwook me adasi nde me emen Akọp-onyan̄. Eya orọ nkiweek ikpọkpọk ire ogwu otuchieen̄ inyi m̀kpọ chieen̄ me lek ...
https://anp.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%B8%E0%A4%BE%E0%A4%AE%E0%A5%81%E0%A4%A6%E0%A4%BE%E0%A4%AF%E0%A4%BF%E0%A4%95_%E0%A4%AA%E0%A5%8B%E0%A4%B0%E0%A5%8D%E0%A4%9F%E0%A4%B2	विकिपीडिया:सामुदायिक पोर्टल - विकिपीडिया	विकिपीडिया:सामुदायिक पोर्टल - विकिपीडिया
https://ar.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A8%D9%88%D8%A7%D8%A8%D8%A9_%D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9	%D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A8%D9%88%D8%A7%D8%A8%D8%A9 %D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9 — Conocimiento e Información	Artículo indexado sobre %D9%88%D9%8A%D9%83%D9%8A%D8%A8%D9%8A%D8%AF%D9%8A%D8%A7:%D8%A8%D9%88%D8%A7%D8%A8%D8%A9 %D8%A7%D9%84%D9%85%D8%AC%D8%AA%D9%85%D8%B9 en el dominio ar.wikipedia.org. Incluye documentación, recursos y análisis.
https://ary.wikipedia.org/wiki/%D9%88%D9%8A%D9%83%D9%8A%D9%BE%D9%8A%D8%AF%D9%8A%D8%A7:%D8%B3%D8%A7%D8%AD%D8%A9_%D8%AF_%D8%A7%D9%84%D8%AC%D9%85%D8%A7%D8%B9%D8%A9	ويكيپيديا:ساحة د الجماعة - ويكيپيديا	مرحبا فالساحة د الجماعة ف ويكيپيديا بالدارجة!
https://as.wikipedia.org/wiki/%E0%A7%B1%E0%A6%BF%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%B8%E0%A6%A6%E0%A6%A8	ৱিকিপিডিয়া:সদন - অসমীয়া ৱিকিপিডিয়া	সংক্ষিপ্ত পঞ্জী&nbsp;· পঞ্জী&nbsp;· ৱিকিসমাজৰ বৰচ'ৰা&nbsp;· কাৰিকৰি&nbsp;· বাঞ্ছা&nbsp;· সংক্ষিপ্তিসমূহ&nbsp;· ইংগিত&nbsp;· হাথিয়াৰ&nbsp;· সূচী
https://ast.wikipedia.org/wiki/Wikipedia:Portal_de_la_comunid%C3%A1	Wikipedia:Portal de la comunidá - Wikipedia	domingu 2 de agostu
https://atj.wikipedia.org/wiki/Wikipetcia:Kaskina_mamo_awik	Wikipetcia:Kaskina mamo awik — Wikipetcia	Voir cette page dans d'autre langues :
https://av.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%96%D0%B0%D0%BC%D0%B3%D3%80%D0%B8%D1%8F%D0%B1_%D0%BF%D0%BE%D1%80%D1%82%D0%B0%D0%BB	Википедия:ЖамгӀияб портал — Википедия	Википедия:ЖамгӀияб портал — Википедия
https://az.wikipedia.org/wiki/Vikipediya:%C4%B0cma_portal%C4%B1	Vikipediya:İcma portalı — Vikipediya	Vikipediya:İcma portalı — Vikipediya
https://azb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%A7%DB%8C%D8%AC%D9%85%D8%A7%D8%B9_%D9%BE%D9%88%D9%92%D8%B1%D8%AA%D8%A7%D9%84%DB%8C	ویکی‌پدیا:ایجماع پوْرتالی - ویکی‌پدیا	بو صفحه تورکجه ویکی‌پدیاسینا دایر جاری اَمکداشلیقلارین، تاپشیریقلارین و خبرلرین لیستینی تقدیم ائدیر. ویکی‌پدیادا یئنی‌سینیز؟ See the contributing to Wikipedia page or our tutorial for everything you need to know to get started. For a listing of internal project pages of intere...
https://ba.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%91%D0%B5%D1%80%D0%BB%D3%99%D1%88%D0%BC%D3%99	Википедия:Берләшмә — Википедия	Ҡоролтай · Терминдар буйынса фекерләшеү · Топонимдар буйынса фекерләшеү · Ҡағиҙәләр тураһында фекерләшеү · Категориялар тураһында фекерләшеү · Тауыш биреүҙәр · Статустарға ғаризалар · Юғары шура · Ҡатнашыусыларҙы тикшереү
https://ban.wikipedia.org/wiki/Wikip%C3%A9dia:Kori_Sekaa	Wikipédia:Kori Sekaa - Wikipédia	Medal | Swasti prapta | Pasangkepan | Hubungi kami | Bancakan Kori sekaa inggih punika kori anggén ngrereh gatra sané mapaiketan tekén sakancan topik sané wénten ring Wikipédia. Madaging gatra-gatra sajeroning pakaryan sané sampun prasida kapupulin, taler nyobiahang warta pari...
https://bar.wikipedia.org/wiki/Wikipedia:AutornPortal	Wikipedia:AutornPortal – Boarische Wikipedia	Abkiarzung: [[WP:WP:P]] Abkiarzung: WP:P Abkiarzung: WP:P
https://bat-smg.wikipedia.org/wiki/Vikiped%C4%97j%C4%97:Kuolekt%C4%ABvs	Vikipedėjė:Kuolektīvs - Wikipedia	Ivairė teknėnē klausėmā: čė. Ivairė kalbuos klausėmā: čė.
https://be-tarask.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D1%8D%D0%B4%D1%8B%D1%8F:%D0%A1%D1%83%D0%BF%D0%BE%D0%BB%D0%BA%D0%B0	Вікіпэдыя:Суполка — Вікіпэдыя	Тут будзе разьмешчаны сьпіс спасылак, якія маюць дачыненьня да стварэньня й падтрымліваньня супольнасьці ўдзельнікаў праекту.
https://be.wikipedia.org/wiki/%D0%92%D1%96%D0%BA%D1%96%D0%BF%D0%B5%D0%B4%D1%8B%D1%8F:%D0%A1%D1%83%D0%BF%D0%BE%D0%BB%D1%8C%D0%BD%D0%B0%D1%81%D1%86%D1%8C	Вікіпедыя:Супольнасць — Вікіпедыя	Пасольства · Форум · Апытанні · Галасаванні · Паведамленні пра памылкі · Абмеркаванне правіл · Запыты на статусы · Абмеркаванне катэгорый · Абмеркаванне шаблонаў
https://bew.wikipedia.org/wiki/Wikip%C3%A9di:Kaca-kaca_jema%27ah	Wikipédi:Kaca-kaca jema'ah - Wikipédi	Wikipédi:Kaca-kaca jema'ah - Wikipédi
https://bg.wikipedia.org/wiki/%D0%A3%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8%D1%8F:%D0%9F%D0%BE%D1%80%D1%82%D0%B0%D0%BB_%D0%BD%D0%B0_%D0%BE%D0%B1%D1%89%D0%BD%D0%BE%D1%81%D1%82%D1%82%D0%B0	Уикипедия:Портал на общността – Уикипедия	Потребителски групи:
https://bh.wikipedia.org/wiki/%E0%A4%B5%E0%A4%BF%E0%A4%95%E0%A4%BF%E0%A4%AA%E0%A5%80%E0%A4%A1%E0%A4%BF%E0%A4%AF%E0%A4%BE:%E0%A4%B8%E0%A4%AE%E0%A4%BE%E0%A4%9C_%E0%A4%AA%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%BE	विकिपीडिया:समाज पन्ना - विकिपीडिया	फेसबुक – ट्विट्टर
https://bjn.wikipedia.org/wiki/Lawang:Pawadahan	Lawang:Pawadahan - Wikipidia Banjar, kindai pangatahuan	Citakan:ArtikalLawangPawadahan
https://bn.wikipedia.org/wiki/%E0%A6%89%E0%A6%87%E0%A6%95%E0%A6%BF%E0%A6%AA%E0%A6%BF%E0%A6%A1%E0%A6%BF%E0%A6%AF%E0%A6%BC%E0%A6%BE:%E0%A6%B8%E0%A6%AE%E0%A7%8D%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%A6%E0%A6%BE%E0%A6%AF%E0%A6%BC%E0%A7%87%E0%A6%B0_%E0%A6%AA%E0%A7%8D%E0%A6%B0%E0%A6%AC%E0%A7%87%E0%A6%B6%E0%A6%A6%E0%A7%8D%E0%A6%AC%E0%A6%BE%E0%A6%B0	উইকিপিডিয়া:সম্প্রদায়ের প্রবেশদ্বার - উইকিপিডিয়া	এটি এই পাতার একটি পরীক্ষিত সংস্করণ
https://br.wikipedia.org/wiki/Wikipedia:Porched_ar_gumuniezh	Wikipedia:Porched ar gumuniezh - Wikipedia	Kavout a reot war ar bajenn Degemer ar genlabourerien nevez an titouroù pennañ evit gellout kregiñ da genlabourat war Wikipedia. Gallout a rit sevel ur goulenn ivez ha mont da bleustriñ e-barzh ar poull-traezh. Kit da furchal un pennadig amzer e pep rann pe er pajennoù skoazel...
https://bs.wikipedia.org/wiki/Wikipedia:Vrata_zajednice	Wikipedia:Vrata zajednice - Wikipedia	.mw-parser-output .main-top{font-size:1rem;margin-top:1rem;padding-bottom:1.5rem}.mw-parser-output .main-top-left>p{font-size:0.875em;margin:0}.mw-parser-output .main-top-right{font-size:0.875em;margin-top:0.5em}.mw-parser-output .main-top-right>ul{display:none;margin-top:0.5r...
https://bug.wikipedia.org/wiki/Wikipedia:Portal_komunitas	Wikipedia:Panrung - Wikipedia	.mw-parser-output .module-clickable-button a{background-image:linear-gradient(to right,#f9f9f9 5%,transparent 40%)!important;border-color:transparent!important;z-index:-1;display:inline-block;box-sizing:border-box;margin:0;border-width:0px;border-style:solid;border-radius:0;ve...
https://ca.wikipedia.org/wiki/Viquip%C3%A8dia:Portal	Viquipèdia:Portal - Viquipèdia, l'enciclopèdia lliure	Benvinguts al portal viquipedista Informació sobre projectes en curs, polítiques d'edició wiki i tasques pendents de resoldre.
https://cbk-zam.wikipedia.org/wiki/Wikipedia:Portal_del_Comunidad	Wikipedia:Portal del Comunidad - Chavacano de Zamboanga Wikipedia - El Libre Enciclopedia	tl: Kapag gumagawa ng bagong talakayan na hindi Chavacano, puwede po gumamit ng Ingles o Tagalog.
https://ce.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8:%D0%99%D1%83%D0%BA%D1%8A%D0%B0%D1%80%D0%B0%D0%BB%D0%BB%D0%B8%D0%BD_%D0%BA%D0%BE%D0%B2	Википеди:Йукъараллин ков — Википеди	ХӀинца, Википеди чохь, нохчийн маттахь 866&nbsp;607 йаззамаш бу.
https://ch.wikipedia.org/wiki/Wikipedia:Fanhaluman_komunida	Wikipedia:Fanhaluman komunida - Wikipedia	Create new section /archive
https://cho.wikipedia.org/wiki/Wikipedia:Community_Portal	Wikipedia:Community Portal - Wikipedia	Choctaw Wikipedia: Community Portal, messages:
https://ckb.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%D9%BE%DB%8C%D8%AF%DB%8C%D8%A7:%D8%AF%DB%95%D8%B1%D9%88%D8%A7%D8%B2%DB%95%DB%8C_%DA%A9%DB%86%D9%85%DB%95%DA%B5%DA%AF%D8%A7	ویکیپیدیا:دەروازەی کۆمەڵگا - ویکیپیدیا، ئینسایکڵۆپیدیای ئازاد	بەخێربێیت بۆ دەروازەی بەشداربووان
https://cs.wikipedia.org/wiki/Wikipedie:Port%C3%A1l_Wikipedie	Wikipedie:Portál Wikipedie – Wikipedie	Vítejte na Portálu Wikipedie!
https://csb.wikipedia.org/wiki/Wiki:P%C3%B2rtal_w%C3%ABcmanizn%C3%AB	Wiki:Pòrtal wëcmaniznë - Kaszëbskô Wikipedijô	Òbaczë téż:
https://cv.wikipedia.org/wiki/%D0%92%D0%B8%D0%BA%D0%B8%D0%BF%D0%B5%D0%B4%D0%B8:%D0%9F%D0%BE%D1%80%D1%82%D0%B0%D0%BB	Википеди:Портал — Википеди	Википеди:Портал — Википеди
https://cy.wikipedia.org/wiki/Wicipedia:Porth_y_Gymuned	Wicipedia:Porth y Gymuned - Wicipedia	Mae angen eich cymorth chi ar Wicipedia i ddatblygu'r wefan fwyaf yn y Gymraeg, y gall pawb ei olygu.
https://da.wikipedia.org/wiki/Wikipedia:Forside	Wikipedia:Forside - Wikipedia, den frie encyklopædi	Skribentforsiden er et centralt sted til at kunne finde ud af, hvad der sker på Wikipedia. Find ud af hvilke opgaver der skal fuldføres, hvilke artikler der kan skrives og skriv eller læs nyt om seneste eller nuværende Wikipedia-relaterede begivenheder.
https://de.wikipedia.org/wiki/Wikipedia:Autorenportal	Wikipedia:Autorenportal – Wikipedia	Hier findest du, was für das Mitmachen wichtig ist: Arbeitsmittel, Beteiligungsformen, aktuelle Entwicklungen, was die Wikipedia ist und was die Wikipedia nicht ist.
https://diq.wikipedia.org/wiki/Wikipediya:Portal%C3%AA_cemati	Wikipediya:Portalê cemati - Wikipedia	Hello. I'm sorry for not communicating in your language. I'll be grateful if you translated my message. I'm writing on behalf of the Web team working on the new skin, Vector 2022.
https://dv.wikipedia.org/wiki/%DE%88%DE%A8%DE%86%DE%A8%DE%95%DE%A9%DE%91%DE%A8%DE%87%DE%A7:%DE%A2%DE%A7%DE%82%DE%B0%DE%89%DE%AA_%DE%80%DE%AE%DE%85%DE%AA%DE%87%DE%A6%DE%81%DE%A8	ވިކިޕީޑިއާ:ޢާންމު ހޮޅުއަށި - ވިކިޕީޑިއާ	ފައްނު&nbsp;· ޙަޔާތުނާމާ&nbsp;· ޖުޣުރާފީ&nbsp;· ތާރީޚު&nbsp;· ރިޔާޟިއްޔާތު&nbsp;· ފަލްސަފާ&nbsp;· ޢުލޫމް&nbsp;· މުޖުތަމަޢު&nbsp;· ޓެކްނޮލޮޖީ
https://dz.wikipedia.org/wiki/Wikipedia:Community_Portal	Wikipedia:Community Portal - Wikipedia	Please give a bot bit to SieBot, so it will not flood your RC as it adds interwiki links using pywikipedia's interwiki.py. SieBot is active on 180 Wikipedias. See the user page of the bot for more details, or check a complete overview of its activities here. Cheers! Siebrand (...
https://en.wikipedia.org/wiki/Wikipedia:Community_portal	Wikipedia:Community portal - Wikipedia	Wikipedia:Community portal - Wikipedia
https://eo.wikipedia.org/wiki/Portalo:Komunumo	Portalo:Komunumo - Vikipedio	red. .mw-parser-output .mallongigo{background:#DDDDDD;margin-bottom:1em;text-align:center;color:black}@media screen{html.skin-theme-clientpref-night .mw-parser-output .mallongigo{background-color:#202122;color:white;border:1px solid #333333}html.skin-theme-clientpref-light .mw...
https://et.wikipedia.org/wiki/Vikipeedia:Kogukonnav%C3%A4rav	Vikipeedia:Kogukonnavärav – Vikipeedia	Tere tulemast Vikipeediasse!
https://eu.wikipedia.org/wiki/Atari:Komunitatea	Atari:Komunitatea - Wikipedia, entziklopedia askea.	Osteguna 6 abuztua 2026
https://ext.wikipedia.org/wiki/G%C3%BCiquipedia:Portal_dela_Comunid%C3%A1	Güiquipedia:Portal dela Comunidá - Güiquipedia	Información indexada por el motor Nuby.
https://fa.wikipedia.org/wiki/%D9%88%DB%8C%DA%A9%DB%8C%E2%80%8C%D9%BE%D8%AF%DB%8C%D8%A7:%D8%AF%D8%B1%DA%AF%D8%A7%D9%87_%D8%AC%D8%A7%D9%85%D8%B9%D9%87	ویکی‌پدیا:درگاه جامعه - ویکی‌پدیا، دانشنامهٔ آزاد	ویکی‌پدیا:درگاه جامعه - ویکی‌پدیا، دانشنامهٔ آزاد
https://fi.wikipedia.org/wiki/Wikipedia:Ajankohtaista	Wikipedia:Ajankohtaista – Wikipedia	[[Tiedosto:Semi protect.svg|20px|link=Wikipedia:Osittainen suojaus|Tämä {{ns}} on osittain suojattu muutoksilta. {{suojattu/päättymisaika}}]]&quot;}}"> .mw-parser-output .Ajankohtaista-otsikko{border:1px solid;font-size:110%;font-weight:bold;margin:0;padding:0.2em 0.8em}.mw-pa...
https://fj.wikipedia.org/wiki/Wikipedia:Soqosoqo_toso	Wikipedia:Soqosoqo toso - Wikipedia	Note: Apologies for cross-posting and sending in English.
https://fo.wikipedia.org/wiki/Wikipedia:Fors%C3%AD%C3%B0a	Wikipedia:Forsíða - Wikipedia	Wikipedia er bæði ein alfrøði og eitt wiki.
https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Accueil_de_la_communaut%C3%A9	Wikipédia:Accueil de la communauté — Wikipédia	Cette page présente les aspects communautaires de Wikipédia en français, son actualité, ainsi que les principales règles et requêtes qui se sont peu à peu mises en place, pour assurer la maintenance de Wikipédia et pour faciliter la communication entre les participants.
https://frr.wikipedia.org/wiki/Wikipedia:Gemiinschap	Wikipedia:Gemiinschap – Wikipedia	Jodiar artiikler skel hal skrewen of ferbeedert wurd (sait Meta-Wiki)
https://fur.wikipedia.org/wiki/Vichipedie:Port%C3%A2l_de_comunit%C3%A2t	Vichipedie:Portâl de comunitât - Vichipedie	Vinars ai 7 di Avost 2026
https://fy.wikipedia.org/wiki/Wikipedy:Mienskip	Wikipedy:Mienskip - Wikipedy	Wolkom yn de mienskip!
https://ga.wikipedia.org/wiki/Vicip%C3%A9id:L%C3%A1rionad_comhphobail	Vicipéid:Lárionad comhphobail - Vicipéid	Tá gá ag Vicipéid LEATSA! Is amhlaidh atáimid uile ag tógáil ollchiclipéide agus pobail as Gaeilge. Tugann seo deis do dhaoine a gcuid Gaeilge a chleachtadh agus rudaí nua a fhoghlaim. Thig leat alt nua a chumadh nó alt reatha a chur in eagar ach an cnaipe "Cuir in eagar" a bh...
https://gan.wikipedia.org/wiki/Wikipedia:%E7%A4%BE%E5%8D%80	Wikipedia:社區 - 維基百科	Información indexada por el motor Nuby.
https://gd.wikipedia.org/wiki/Uicipeid:Doras_na_coimhearsnachd	Uicipeid:Doras na coimhearsnachd - Uicipeid	A bheil adhbhar nach eil 'Permanent link' air eadar-theangachadh oir tha e coimhead àraidh a bhith anns a' Bheurla air a h-uile duilleag?
https://gl.wikipedia.org/wiki/Wikipedia:Portal_da_comunidade	Wikipedia:Portal da comunidade - Wikipedia, a enciclopedia libre	Wikipedia:Portal da comunidade - Wikipedia, a enciclopedia libre
https://gn.wikipedia.org/wiki/Vikipet%C3%A3:Tekohapegua	Vikipetã:Tekohapegua - Vikipetã	Reikuaaporãsérõ peteĩ mba'e, eike Vikipetã oĩva España ñe'ẽme, upépe eiporavo pe mba'e reikuaaporãséva ha embohasa upe mba'e Guaraníme.
https://gor.wikipedia.org/wiki/Wikipedia:B%C5%ABbu%27a_l%C4%93mbo%27a	Wikipedia:Būbu'a lēmbo'a - Wikipedia	Dear Wiki Community,
https://gpe.wikipedia.org/wiki/Wikipedia:Community_portal	Wikipedia:Community portal - Wikipedia	Dis page dey provide a listing of current collaborations, tasks, den news about Ghanaian Pidgin Wikipedia. New to Ghanaian Pidgin Wikipedia? Spy de contributing to Wikipedia page anaa wona tutorial for everything you dey hia make you know you fi started. For a listing of inter...
https://gu.wikipedia.org/wiki/%E0%AA%B5%E0%AA%BF%E0%AA%95%E0%AA%BF%E0%AA%AA%E0%AB%80%E0%AA%A1%E0%AA%BF%E0%AA%AF%E0%AA%BE:Community_Portal	વિકિપીડિયા:Community Portal - વિકિપીડિયા	આ યાદી વિકિપીડિયાનાં બહોળા કાર્યક્ષેત્રને આવરી લેતી પ્રવૃત્તિઓનો સમાવેશ કરે છે.
https://gv.wikipedia.org/wiki/Wikipedia:Ynnyd_y_phobble	Wikipedia:Ynnyd y phobble - Wikipedia	Apologies for the English language post. Before Christmas I posted about this event Revitalising UK history (Series 2) however due to a tech issue it has had to be rescheduled for Saturday 17th January 2026
https://ha.wikipedia.org/wiki/Wikipedia:Kofan_al%27umma	Wikipedia:Kofan al'umma - Wikipedia	Assalamu alaikum al’ummar Hausa Wikipedia, Ina so na sanar da ku cewa na gabatar da wani proposal a shirin tallafin (Nigeria National Funding Program) domin inganta aikin Hausa Wikiquote wanda yake a Incubator tun a shekarar 2022 amma har yanzu ba a amince da shi a matsayin ci...
https://hak.wikipedia.org/wiki/Wikipedia:Sa-kh%C3%AE	Wikipedia:Sa-khî - 自由編輯个維基百科	== Sa-khî ==
